;ring;video;number_of_detections;scale;date;hour;num
0;ADP488;FAR6_SCALE_2024-06-26_16_42;12.0;FAR6_SCALE;2024-06-26;16;42
0;ADN763;FAR6_SCALE_2024-06-26_6_18;2.0;FAR6_SCALE;2024-06-26;6;18
0;ADN797;FAR6_SCALE_2024-06-26_6_15;1.0;FAR6_SCALE;2024-06-26;6;15
0;ADN763;FAR6_SCALE_2024-06-26_10_29;1.0;FAR6_SCALE;2024-06-26;10;29
0;ADR240;FAR6_SCALE_2024-06-26_13_36;10.0;FAR6_SCALE;2024-06-26;13;36
0;ADN763;FAR6_SCALE_2024-06-26_5_13;3.0;FAR6_SCALE;2024-06-26;5;13
0;ADP652;FAR6_SCALE_2024-06-26_14_37;17.0;FAR6_SCALE;2024-06-26;14;37
0;ADR886;FAR6_SCALE_2024-06-26_5_12;8.0;FAR6_SCALE;2024-06-26;5;12
0;ADA513;FAR6_SCALE_2024-06-26_18_51;2.0;FAR6_SCALE;2024-06-26;18;51
0;ADP887;FAR6_SCALE_2024-06-26_13_35;12.0;FAR6_SCALE;2024-06-26;13;35
0;ADN763;FAR6_SCALE_2024-06-26_4_08;1.0;FAR6_SCALE;2024-06-26;4;8
0;ADR240;FAR6_SCALE_2024-06-26_10_32;5.0;FAR6_SCALE;2024-06-26;10;32
0;ADN703;FAR6_SCALE_2024-06-26_20_55;2.0;FAR6_SCALE;2024-06-26;20;55
0;ADN763;FAR6_SCALE_2024-06-26_3_02;2.0;FAR6_SCALE;2024-06-26;3;2
0;ADR240;FAR6_SCALE_2024-06-26_9_26;3.0;FAR6_SCALE;2024-06-26;9;26
0;ACD710;FAR6_SCALE_2024-06-26_10_28;1.0;FAR6_SCALE;2024-06-26;10;28
0;ADR240;FAR6_SCALE_2024-06-26_10_30;4.0;FAR6_SCALE;2024-06-26;10;30
0;ADN763;FAR6_SCALE_2024-06-26_5_14;9.0;FAR6_SCALE;2024-06-26;5;14
0;ADN763;FAR6_SCALE_2024-06-26_7_19;1.0;FAR6_SCALE;2024-06-26;7;19
0;ADN763;FAR6_SCALE_2024-06-26_8_23;3.0;FAR6_SCALE;2024-06-26;8;23
0;ADN763;FAR6_SCALE_2024-06-26_20_56;1.0;FAR6_SCALE;2024-06-26;20;56
0;ADN763;FAR6_SCALE_2024-06-26_19_53;8.0;FAR6_SCALE;2024-06-26;19;53
0;ADN764;FAR6_SCALE_2024-06-27_10_35;1.0;FAR6_SCALE;2024-06-27;10;35
0;ADN764;FAR6_SCALE_2024-06-27_11_47;2.0;FAR6_SCALE;2024-06-27;11;47
0;ADN764;FAR6_SCALE_2024-06-27_6_09;2.0;FAR6_SCALE;2024-06-27;6;9
0;ADE019;FAR6_SCALE_2024-06-27_11_41;7.0;FAR6_SCALE;2024-06-27;11;41
0;ADN792;FAR6_SCALE_2024-06-27_7_18;21.0;FAR6_SCALE;2024-06-27;7;18
0;ADN764;FAR6_SCALE_2024-06-27_20_80;1.0;FAR6_SCALE;2024-06-27;20;80
0;ADN763;FAR6_SCALE_2024-06-27_11_44;14.0;FAR6_SCALE;2024-06-27;11;44
0;ADN763;FAR6_SCALE_2024-06-27_8_22;8.0;FAR6_SCALE;2024-06-27;8;22
0;ADA513;FAR6_SCALE_2024-06-27_8_25;1.0;FAR6_SCALE;2024-06-27;8;25
0;ADP770;FAR6_SCALE_2024-06-27_4_03;4.0;FAR6_SCALE;2024-06-27;4;3
0;ADN792;FAR6_SCALE_2024-06-27_7_13;27.0;FAR6_SCALE;2024-06-27;7;13
0;ADN764;FAR6_SCALE_2024-06-27_20_78;2.0;FAR6_SCALE;2024-06-27;20;78
0;ADN792;FAR6_SCALE_2024-06-27_15_56;7.0;FAR6_SCALE;2024-06-27;15;56
0;ADR886;FAR6_SCALE_2024-06-27_12_49;54.0;FAR6_SCALE;2024-06-27;12;49
0;ADN792;FAR6_SCALE_2024-06-27_7_15;12.0;FAR6_SCALE;2024-06-27;7;15
0;ADN763;FAR6_SCALE_2024-06-27_8_26;52.0;FAR6_SCALE;2024-06-27;8;26
0;ADN792;FAR6_SCALE_2024-06-27_14_54;3.0;FAR6_SCALE;2024-06-27;14;54
0;ADN792;FAR6_SCALE_2024-06-27_12_51;5.0;FAR6_SCALE;2024-06-27;12;51
0;ADN763;FAR6_SCALE_2024-06-27_11_45;35.0;FAR6_SCALE;2024-06-27;11;45
0;ADR240;FAR6_SCALE_2024-06-27_5_06;6.0;FAR6_SCALE;2024-06-27;5;6
0;ADN764;FAR6_SCALE_2024-06-27_8_30;1.0;FAR6_SCALE;2024-06-27;8;30
0;ADS202;FAR6_SCALE_2024-06-27_20_75;1.0;FAR6_SCALE;2024-06-27;20;75
0;ADN792;FAR6_SCALE_2024-06-27_14_55;35.0;FAR6_SCALE;2024-06-27;14;55
0;ADN763;FAR6_SCALE_2024-06-27_11_46;11.0;FAR6_SCALE;2024-06-27;11;46
0;ADR984;FAR6_SCALE_2024-06-27_11_43;4.0;FAR6_SCALE;2024-06-27;11;43
0;ADR240;FAR6_SCALE_2024-06-27_5_07;1.0;FAR6_SCALE;2024-06-27;5;7
0;ADN764;FAR6_SCALE_2024-06-27_21_90;1.0;FAR6_SCALE;2024-06-27;21;90
0;ADN754;FAR6_SCALE_2024-06-27_8_29;1.0;FAR6_SCALE;2024-06-27;8;29
0;ADE019;FAR6_SCALE_2024-06-27_12_53;2.0;FAR6_SCALE;2024-06-27;12;53
0;ADA513;FAR6_SCALE_2024-06-27_8_21;12.0;FAR6_SCALE;2024-06-27;8;21
0;ADN760;FAR6_SCALE_2024-06-27_20_77;1.0;FAR6_SCALE;2024-06-27;20;77
0;ADN792;FAR6_SCALE_2024-06-27_12_52;7.0;FAR6_SCALE;2024-06-27;12;52
0;ADR240;FAR6_SCALE_2024-06-27_6_08;54.0;FAR6_SCALE;2024-06-27;6;8
0;ADA513;FAR6_SCALE_2024-06-27_6_10;2.0;FAR6_SCALE;2024-06-27;6;10
0;ADN792;FAR6_SCALE_2024-06-27_20_74;4.0;FAR6_SCALE;2024-06-27;20;74
0;ADR240;FAR6_SCALE_2024-06-27_4_04;4.0;FAR6_SCALE;2024-06-27;4;4
0;ADN764;FAR6_SCALE_2024-06-27_10_34;4.0;FAR6_SCALE;2024-06-27;10;34
0;ADN792;FAR6_SCALE_2024-06-27_7_17;9.0;FAR6_SCALE;2024-06-27;7;17
0;ADN792;FAR6_SCALE_2024-06-28_9_37;5.0;FAR6_SCALE;2024-06-28;9;37
0;ADN763;FAR6_SCALE_2024-06-28_9_39;6.0;FAR6_SCALE;2024-06-28;9;39
0;ADN763;FAR6_SCALE_2024-06-28_11_61;4.0;FAR6_SCALE;2024-06-28;11;61
0;ADN754;FAR6_SCALE_2024-06-28_3_05;1.0;FAR6_SCALE;2024-06-28;3;5
0;ADN763;FAR6_SCALE_2024-06-28_11_57;8.0;FAR6_SCALE;2024-06-28;11;57
0;ADP488;FAR6_SCALE_2024-06-28_11_56;6.0;FAR6_SCALE;2024-06-28;11;56
0;ADE019;FAR6_SCALE_2024-06-28_9_38;3.0;FAR6_SCALE;2024-06-28;9;38
0;ADN763;FAR6_SCALE_2024-06-28_20_149;47.0;FAR6_SCALE;2024-06-28;20;149
0;ADP708;FAR6_SCALE_2024-06-28_10_48;75.0;FAR6_SCALE;2024-06-28;10;48
0;ADN763;FAR6_SCALE_2024-06-28_17_102;4.0;FAR6_SCALE;2024-06-28;17;102
0;ADR240;FAR6_SCALE_2024-06-28_17_97;1.0;FAR6_SCALE;2024-06-28;17;97
0;ADE019;FAR6_SCALE_2024-06-28_20_138;1.0;FAR6_SCALE;2024-06-28;20;138
0;ADP875;FAR6_SCALE_2024-06-28_7_27;4.0;FAR6_SCALE;2024-06-28;7;27
0;ADN764;FAR6_SCALE_2024-06-28_9_44;21.0;FAR6_SCALE;2024-06-28;9;44
0;ADA513;FAR6_SCALE_2024-06-28_3_06;3.0;FAR6_SCALE;2024-06-28;3;6
0;ADR240;FAR6_SCALE_2024-06-28_8_28;1.0;FAR6_SCALE;2024-06-28;8;28
0;ADE019;FAR6_SCALE_2024-06-28_20_150;2.0;FAR6_SCALE;2024-06-28;20;150
0;ADE010;FAR6_SCALE_2024-06-28_15_84;4.0;FAR6_SCALE;2024-06-28;15;84
0;ADE017;FAR6_SCALE_2024-06-28_16_91;1.0;FAR6_SCALE;2024-06-28;16;91
0;ADN763;FAR6_SCALE_2024-06-28_18_114;4.0;FAR6_SCALE;2024-06-28;18;114
0;ADN763;FAR6_SCALE_2024-06-28_11_60;14.0;FAR6_SCALE;2024-06-28;11;60
0;ADN792;FAR6_SCALE_2024-06-28_21_157;1.0;FAR6_SCALE;2024-06-28;21;157
0;ADE019;FAR6_SCALE_2024-06-28_19_126;1.0;FAR6_SCALE;2024-06-28;19;126
0;ADN763;FAR6_SCALE_2024-06-28_21_159;5.0;FAR6_SCALE;2024-06-28;21;159
0;ADP652;FAR6_SCALE_2024-06-28_12_64;7.0;FAR6_SCALE;2024-06-28;12;64
0;ADP170;FAR6_SCALE_2024-06-28_19_123;1.0;FAR6_SCALE;2024-06-28;19;123
0;ADA513;FAR6_SCALE_2024-06-28_8_31;2.0;FAR6_SCALE;2024-06-28;8;31
0;ADE059;FAR6_SCALE_2024-06-28_17_108;5.0;FAR6_SCALE;2024-06-28;17;108
0;ADN763;FAR6_SCALE_2024-06-28_11_59;10.0;FAR6_SCALE;2024-06-28;11;59
0;ADP708;FAR6_SCALE_2024-06-28_10_47;7.0;FAR6_SCALE;2024-06-28;10;47
0;ADN792;FAR6_SCALE_2024-06-28_7_23;8.0;FAR6_SCALE;2024-06-28;7;23
0;ADR240;FAR6_SCALE_2024-06-28_13_68;1.0;FAR6_SCALE;2024-06-28;13;68
0;ADE019;FAR6_SCALE_2024-06-28_17_99;4.0;FAR6_SCALE;2024-06-28;17;99
0;ADN764;FAR6_SCALE_2024-06-28_4_12;9.0;FAR6_SCALE;2024-06-28;4;12
0;ADN753;FAR6_SCALE_2024-06-28_7_24;4.0;FAR6_SCALE;2024-06-28;7;24
0;ADN797;FAR6_SCALE_2024-06-28_6_18;1.0;FAR6_SCALE;2024-06-28;6;18
0;ADN763;FAR6_SCALE_2024-06-28_6_19;2.0;FAR6_SCALE;2024-06-28;6;19
0;ADE650;FAR6_SCALE_2024-06-28_12_67;1.0;FAR6_SCALE;2024-06-28;12;67
0;ADR240;FAR6_SCALE_2024-06-28_19_132;10.0;FAR6_SCALE;2024-06-28;19;132
0;ADR022;FAR6_SCALE_2024-06-28_7_25;1.0;FAR6_SCALE;2024-06-28;7;25
0;ADP797;FAR6_SCALE_2024-06-28_20_147;2.0;FAR6_SCALE;2024-06-28;20;147
0;ADN763;FAR6_SCALE_2024-06-28_14_80;4.0;FAR6_SCALE;2024-06-28;14;80
0;ADN794;FAR6_SCALE_2024-06-28_11_52;1.0;FAR6_SCALE;2024-06-28;11;52
0;ADN763;FAR6_SCALE_2024-06-28_20_145;14.0;FAR6_SCALE;2024-06-28;20;145
0;ADN763;FAR6_SCALE_2024-06-28_18_119;14.0;FAR6_SCALE;2024-06-28;18;119
0;ADN763;FAR6_SCALE_2024-06-28_14_76;2.0;FAR6_SCALE;2024-06-28;14;76
0;ADR240;FAR6_SCALE_2024-06-28_19_133;1.0;FAR6_SCALE;2024-06-28;19;133
0;ADN763;FAR6_SCALE_2024-06-28_16_96;32.0;FAR6_SCALE;2024-06-28;16;96
0;ADN792;FAR6_SCALE_2024-06-28_19_130;4.0;FAR6_SCALE;2024-06-28;19;130
0;ADN763;FAR6_SCALE_2024-06-28_9_42;4.0;FAR6_SCALE;2024-06-28;9;42
0;ADN792;FAR6_SCALE_2024-06-28_6_21;1.0;FAR6_SCALE;2024-06-28;6;21
0;ADN763;FAR6_SCALE_2024-06-28_16_95;7.0;FAR6_SCALE;2024-06-28;16;95
0;ADN792;FAR6_SCALE_2024-06-28_3_08;10.0;FAR6_SCALE;2024-06-28;3;8
0;ADP708;FAR6_SCALE_2024-06-28_20_144;21.0;FAR6_SCALE;2024-06-28;20;144
0;ADP488;FAR6_SCALE_2024-06-28_13_71;4.0;FAR6_SCALE;2024-06-28;13;71
0;ADN763;FAR6_SCALE_2024-06-28_12_65;19.0;FAR6_SCALE;2024-06-28;12;65
0;ADN792;FAR6_SCALE_2024-06-28_4_09;16.0;FAR6_SCALE;2024-06-28;4;9
0;ADE019;FAR6_SCALE_2024-06-28_20_152;1.0;FAR6_SCALE;2024-06-28;20;152
0;ADN763;FAR6_SCALE_2024-06-28_15_85;3.0;FAR6_SCALE;2024-06-28;15;85
0;ADN753;FAR6_SCALE_2024-06-28_21_155;2.0;FAR6_SCALE;2024-06-28;21;155
0;ADP652;FAR6_SCALE_2024-06-28_20_151;18.0;FAR6_SCALE;2024-06-28;20;151
0;ADR240;FAR6_SCALE_2024-06-28_8_33;8.0;FAR6_SCALE;2024-06-28;8;33
0;ADR240;FAR6_SCALE_2024-06-28_16_87;8.0;FAR6_SCALE;2024-06-28;16;87
0;ADN764;FAR6_SCALE_2024-06-28_8_32;16.0;FAR6_SCALE;2024-06-28;8;32
0;ADR074;FAR6_SCALE_2024-06-28_13_74;1.0;FAR6_SCALE;2024-06-28;13;74
0;ADN792;FAR6_SCALE_2024-06-28_18_116;19.0;FAR6_SCALE;2024-06-28;18;116
0;ADN763;FAR6_SCALE_2024-06-28_11_62;7.0;FAR6_SCALE;2024-06-28;11;62
0;ADE019;FAR6_SCALE_2024-06-28_9_41;11.0;FAR6_SCALE;2024-06-28;9;41
0;ADN764;FAR6_SCALE_2024-06-28_5_13;1.0;FAR6_SCALE;2024-06-28;5;13
0;ADR240;FAR6_SCALE_2024-06-28_16_86;5.0;FAR6_SCALE;2024-06-28;16;86
0;ADP770;FAR6_SCALE_2024-06-28_18_117;1.0;FAR6_SCALE;2024-06-28;18;117
0;ADN792;FAR6_SCALE_2024-06-28_13_73;1.0;FAR6_SCALE;2024-06-28;13;73
0;ADE019;FAR6_SCALE_2024-06-28_19_134;5.0;FAR6_SCALE;2024-06-28;19;134
0;ADN763;FAR6_SCALE_2024-06-28_16_88;2.0;FAR6_SCALE;2024-06-28;16;88
0;ADN764;FAR6_SCALE_2024-06-28_8_30;9.0;FAR6_SCALE;2024-06-28;8;30
0;ADN764;FAR6_SCALE_2024-06-28_11_54;10.0;FAR6_SCALE;2024-06-28;11;54
0;ADN797;FAR6_SCALE_2024-06-28_9_35;3.0;FAR6_SCALE;2024-06-28;9;35
0;ADR240;FAR6_SCALE_2024-06-28_13_69;13.0;FAR6_SCALE;2024-06-28;13;69
0;ADN792;FAR6_SCALE_2024-06-29_7_51;1.0;FAR6_SCALE;2024-06-29;7;51
0;ADP652;FAR6_SCALE_2024-06-29_8_63;5.0;FAR6_SCALE;2024-06-29;8;63
0;ADN763;FAR6_SCALE_2024-06-29_19_112;7.0;FAR6_SCALE;2024-06-29;19;112
0;ADX881;FAR6_SCALE_2024-06-29_6_48;9.0;FAR6_SCALE;2024-06-29;6;48
0;ADN792;FAR6_SCALE_2024-06-29_7_53;2.0;FAR6_SCALE;2024-06-29;7;53
0;ADN763;FAR6_SCALE_2024-06-29_21_123;7.0;FAR6_SCALE;2024-06-29;21;123
0;ADN192;FAR6_SCALE_2024-06-29_8_65;4.0;FAR6_SCALE;2024-06-29;8;65
0;ADN764;FAR6_SCALE_2024-06-29_5_33;7.0;FAR6_SCALE;2024-06-29;5;33
0;ADN792;FAR6_SCALE_2024-06-29_5_39;2.0;FAR6_SCALE;2024-06-29;5;39
0;ADP652;FAR6_SCALE_2024-06-29_3_17;1.0;FAR6_SCALE;2024-06-29;3;17
0;ADN784;FAR6_SCALE_2024-06-29_7_54;1.0;FAR6_SCALE;2024-06-29;7;54
0;ADN763;FAR6_SCALE_2024-06-29_22_128;6.0;FAR6_SCALE;2024-06-29;22;128
0;ADN792;FAR6_SCALE_2024-06-29_10_78;2.0;FAR6_SCALE;2024-06-29;10;78
0;ADN792;FAR6_SCALE_2024-06-29_13_93;57.0;FAR6_SCALE;2024-06-29;13;93
0;ADN792;FAR6_SCALE_2024-06-29_3_15;2.0;FAR6_SCALE;2024-06-29;3;15
0;ADN792;FAR6_SCALE_2024-06-29_19_113;2.0;FAR6_SCALE;2024-06-29;19;113
0;ADN763;FAR6_SCALE_2024-06-30_6_32;3.0;FAR6_SCALE;2024-06-30;6;32
0;ADP488;FAR6_SCALE_2024-06-30_15_103;6.0;FAR6_SCALE;2024-06-30;15;103
0;ADN763;FAR6_SCALE_2024-06-30_21_149;6.0;FAR6_SCALE;2024-06-30;21;149
0;ADE019;FAR6_SCALE_2024-06-30_14_99;1.0;FAR6_SCALE;2024-06-30;14;99
0;ADR270;FAR6_SCALE_2024-06-30_6_31;1.0;FAR6_SCALE;2024-06-30;6;31
0;ADN753;FAR6_SCALE_2024-06-30_20_146;3.0;FAR6_SCALE;2024-06-30;20;146
0;ADE019;FAR6_SCALE_2024-06-30_14_96;1.0;FAR6_SCALE;2024-06-30;14;96
0;ADE019;FAR6_SCALE_2024-06-30_11_68;2.0;FAR6_SCALE;2024-06-30;11;68
0;ADE016;FAR6_SCALE_2024-06-30_12_80;1.0;FAR6_SCALE;2024-06-30;12;80
0;ADN763;FAR6_SCALE_2024-06-30_19_133;2.0;FAR6_SCALE;2024-06-30;19;133
0;ACP276;FAR6_SCALE_2024-06-30_7_43;2.0;FAR6_SCALE;2024-06-30;7;43
0;ADP887;FAR6_SCALE_2024-06-30_15_101;4.0;FAR6_SCALE;2024-06-30;15;101
0;ADE059;FAR6_SCALE_2024-06-30_9_50;5.0;FAR6_SCALE;2024-06-30;9;50
0;ADE019;FAR6_SCALE_2024-06-30_16_111;5.0;FAR6_SCALE;2024-06-30;16;111
0;ADP708;FAR6_SCALE_2024-06-30_16_106;8.0;FAR6_SCALE;2024-06-30;16;106
0;ADP488;FAR6_SCALE_2024-06-30_10_63;11.0;FAR6_SCALE;2024-06-30;10;63
0;ADR240;FAR6_SCALE_2024-06-30_19_137;2.0;FAR6_SCALE;2024-06-30;19;137
0;ADE019;FAR6_SCALE_2024-06-30_12_81;3.0;FAR6_SCALE;2024-06-30;12;81
0;ADN763;FAR6_SCALE_2024-06-30_21_151;1.0;FAR6_SCALE;2024-06-30;21;151
0;ADP652;FAR6_SCALE_2024-06-30_11_70;4.0;FAR6_SCALE;2024-06-30;11;70
0;ADP708;FAR6_SCALE_2024-06-30_16_108;5.0;FAR6_SCALE;2024-06-30;16;108
0;ADE019;FAR6_SCALE_2024-06-30_13_87;2.0;FAR6_SCALE;2024-06-30;13;87
0;ACH276;FAR6_SCALE_2024-06-30_9_51;3.0;FAR6_SCALE;2024-06-30;9;51
0;ADN763;FAR6_SCALE_2024-06-30_18_127;4.0;FAR6_SCALE;2024-06-30;18;127
0;ADP887;FAR6_SCALE_2024-06-30_17_116;2.0;FAR6_SCALE;2024-06-30;17;116
0;ADN753;FAR6_SCALE_2024-06-30_17_118;1.0;FAR6_SCALE;2024-06-30;17;118
0;ADE010;FAR6_SCALE_2024-06-30_7_38;1.0;FAR6_SCALE;2024-06-30;7;38
0;ADN763;FAR6_SCALE_2024-06-30_20_140;28.0;FAR6_SCALE;2024-06-30;20;140
0;ADN792;FAR6_SCALE_2024-06-30_3_08;5.0;FAR6_SCALE;2024-06-30;3;8
0;ADE610;FAR6_SCALE_2024-06-30_19_136;1.0;FAR6_SCALE;2024-06-30;19;136
0;ADE059;FAR6_SCALE_2024-06-30_19_132;4.0;FAR6_SCALE;2024-06-30;19;132
0;ADN763;FAR6_SCALE_2024-06-30_17_115;5.0;FAR6_SCALE;2024-06-30;17;115
0;ADP488;FAR6_SCALE_2024-06-30_10_61;25.0;FAR6_SCALE;2024-06-30;10;61
0;ADN763;FAR6_SCALE_2024-06-30_22_154;2.0;FAR6_SCALE;2024-06-30;22;154
0;ADE019;FAR6_SCALE_2024-06-30_19_130;2.0;FAR6_SCALE;2024-06-30;19;130
0;ADE019;FAR6_SCALE_2024-06-30_9_56;3.0;FAR6_SCALE;2024-06-30;9;56
0;ADP708;FAR6_SCALE_2024-06-30_16_107;19.0;FAR6_SCALE;2024-06-30;16;107
0;ADP488;FAR6_SCALE_2024-06-30_9_58;5.0;FAR6_SCALE;2024-06-30;9;58
0;ADP708;FAR6_SCALE_2024-06-30_7_40;13.0;FAR6_SCALE;2024-06-30;7;40
0;ADN153;FAR6_SCALE_2024-06-30_22_156;1.0;FAR6_SCALE;2024-06-30;22;156
0;ADP488;FAR6_SCALE_2024-06-30_10_62;7.0;FAR6_SCALE;2024-06-30;10;62
0;ADP708;FAR6_SCALE_2024-06-30_16_109;3.0;FAR6_SCALE;2024-06-30;16;109
0;ADN763;FAR6_SCALE_2024-06-30_8_48;7.0;FAR6_SCALE;2024-06-30;8;48
0;ADN763;FAR6_SCALE_2024-06-30_6_34;6.0;FAR6_SCALE;2024-06-30;6;34
0;ADN763;FAR6_SCALE_2024-06-30_5_23;7.0;FAR6_SCALE;2024-06-30;5;23
0;ADN764;FAR6_SCALE_2024-06-30_21_153;3.0;FAR6_SCALE;2024-06-30;21;153
0;ADN763;FAR6_SCALE_2024-06-30_7_42;3.0;FAR6_SCALE;2024-06-30;7;42
0;ADE019;FAR6_SCALE_2024-06-30_17_114;2.0;FAR6_SCALE;2024-06-30;17;114
0;ADN763;FAR6_SCALE_2024-06-30_4_14;11.0;FAR6_SCALE;2024-06-30;4;14
0;ADP652;FAR6_SCALE_2024-06-30_10_65;25.0;FAR6_SCALE;2024-06-30;10;65
0;ADN763;FAR6_SCALE_2024-06-30_5_24;6.0;FAR6_SCALE;2024-06-30;5;24
0;ADN763;FAR6_SCALE_2024-06-30_18_125;10.0;FAR6_SCALE;2024-06-30;18;125
0;ADN763;FAR6_SCALE_2024-07-01_20_96;5.0;FAR6_SCALE;2024-07-01;20;96
0;ADN792;FAR6_SCALE_2024-07-01_4_08;11.0;FAR6_SCALE;2024-07-01;4;8
0;ADN753;FAR6_SCALE_2024-07-01_19_94;7.0;FAR6_SCALE;2024-07-01;19;94
0;ADN792;FAR6_SCALE_2024-07-01_7_36;13.0;FAR6_SCALE;2024-07-01;7;36
0;ADN792;FAR6_SCALE_2024-07-01_6_28;5.0;FAR6_SCALE;2024-07-01;6;28
0;ADN792;FAR6_SCALE_2024-07-01_7_40;2.0;FAR6_SCALE;2024-07-01;7;40
0;ADN764;FAR6_SCALE_2024-07-01_6_30;3.0;FAR6_SCALE;2024-07-01;6;30
0;ADN263;FAR6_SCALE_2024-07-01_5_19;6.0;FAR6_SCALE;2024-07-01;5;19
0;ADN263;FAR6_SCALE_2024-07-01_21_100;2.0;FAR6_SCALE;2024-07-01;21;100
0;ADN763;FAR6_SCALE_2024-07-01_4_09;2.0;FAR6_SCALE;2024-07-01;4;9
0;ADN763;FAR6_SCALE_2024-07-01_21_98;4.0;FAR6_SCALE;2024-07-01;21;98
0;ADN763;FAR6_SCALE_2024-07-01_7_34;6.0;FAR6_SCALE;2024-07-01;7;34
0;ADN397;FAR6_SCALE_2024-07-01_21_102;1.0;FAR6_SCALE;2024-07-01;21;102
0;ADN792;FAR6_SCALE_2024-07-01_8_43;25.0;FAR6_SCALE;2024-07-01;8;43
0;ADA513;FAR6_SCALE_2024-07-01_9_59;1.0;FAR6_SCALE;2024-07-01;9;59
0;ADN763;FAR6_SCALE_2024-07-02_7_48;3.0;FAR6_SCALE;2024-07-02;7;48
0;ADN763;FAR6_SCALE_2024-07-02_21_139;14.0;FAR6_SCALE;2024-07-02;21;139
0;ADN202;FAR6_SCALE_2024-07-02_3_07;1.0;FAR6_SCALE;2024-07-02;3;7
0;ADR780;FAR6_SCALE_2024-07-02_5_28;3.0;FAR6_SCALE;2024-07-02;5;28
0;ADN763;FAR6_SCALE_2024-07-02_21_137;1.0;FAR6_SCALE;2024-07-02;21;137
0;ADN763;FAR6_SCALE_2024-07-02_22_148;10.0;FAR6_SCALE;2024-07-02;22;148
0;ADN767;FAR6_SCALE_2024-07-02_9_61;3.0;FAR6_SCALE;2024-07-02;9;61
0;ADN763;FAR6_SCALE_2024-07-02_22_144;1.0;FAR6_SCALE;2024-07-02;22;144
0;ADN263;FAR6_SCALE_2024-07-02_8_56;1.0;FAR6_SCALE;2024-07-02;8;56
0;ADN792;FAR6_SCALE_2024-07-02_10_68;7.0;FAR6_SCALE;2024-07-02;10;68
0;ADN763;FAR6_SCALE_2024-07-02_21_141;48.0;FAR6_SCALE;2024-07-02;21;141
0;ADN263;FAR6_SCALE_2024-07-02_11_71;2.0;FAR6_SCALE;2024-07-02;11;71
0;ADN765;FAR6_SCALE_2024-07-02_5_30;2.0;FAR6_SCALE;2024-07-02;5;30
0;ADN792;FAR6_SCALE_2024-07-02_14_91;4.0;FAR6_SCALE;2024-07-02;14;91
0;ADN763;FAR6_SCALE_2024-07-02_8_53;4.0;FAR6_SCALE;2024-07-02;8;53
0;ADN763;FAR6_SCALE_2024-07-02_21_140;5.0;FAR6_SCALE;2024-07-02;21;140
0;ADN763;FAR6_SCALE_2024-07-02_8_52;11.0;FAR6_SCALE;2024-07-02;8;52
0;ADE059;FAR6_SCALE_2024-07-02_20_135;2.0;FAR6_SCALE;2024-07-02;20;135
0;ADN463;FAR6_SCALE_2024-07-02_8_51;1.0;FAR6_SCALE;2024-07-02;8;51
0;ADN287;FAR6_SCALE_2024-07-02_7_47;1.0;FAR6_SCALE;2024-07-02;7;47
0;ADN763;FAR6_SCALE_2024-07-03_9_60;52.0;FAR6_SCALE;2024-07-03;9;60
0;ADN753;FAR6_SCALE_2024-07-03_10_68;4.0;FAR6_SCALE;2024-07-03;10;68
0;ADN763;FAR6_SCALE_2024-07-03_4_25;13.0;FAR6_SCALE;2024-07-03;4;25
0;ADN763;FAR6_SCALE_2024-07-03_3_15;9.0;FAR6_SCALE;2024-07-03;3;15
0;ADN763;FAR6_SCALE_2024-07-03_5_34;5.0;FAR6_SCALE;2024-07-03;5;34
0;ADN763;FAR6_SCALE_2024-07-03_11_70;6.0;FAR6_SCALE;2024-07-03;11;70
0;ADN763;FAR6_SCALE_2024-07-03_10_67;1.0;FAR6_SCALE;2024-07-03;10;67
0;ADN763;FAR6_SCALE_2024-07-03_7_50;2.0;FAR6_SCALE;2024-07-03;7;50
0;ADN763;FAR6_SCALE_2024-07-03_9_61;19.0;FAR6_SCALE;2024-07-03;9;61
0;ADN763;FAR6_SCALE_2024-07-03_11_74;10.0;FAR6_SCALE;2024-07-03;11;74
0;ADE019;FAR6_SCALE_2024-07-03_8_58;1.0;FAR6_SCALE;2024-07-03;8;58
0;ADN763;FAR6_SCALE_2024-07-03_4_18;35.0;FAR6_SCALE;2024-07-03;4;18
0;ADN792;FAR6_SCALE_2024-07-03_8_57;2.0;FAR6_SCALE;2024-07-03;8;57
0;ADD019;FAR6_SCALE_2024-07-03_6_44;1.0;FAR6_SCALE;2024-07-03;6;44
0;ADS402;FAR6_SCALE_2024-07-03_14_81;1.0;FAR6_SCALE;2024-07-03;14;81
0;ADE019;FAR6_SCALE_2024-07-03_5_31;1.0;FAR6_SCALE;2024-07-03;5;31
0;ADN792;FAR6_SCALE_2024-07-03_14_83;9.0;FAR6_SCALE;2024-07-03;14;83
0;ADN763;FAR6_SCALE_2024-07-03_5_30;1.0;FAR6_SCALE;2024-07-03;5;30
0;ADN763;FAR6_SCALE_2024-07-03_7_48;2.0;FAR6_SCALE;2024-07-03;7;48
0;ADE019;FAR6_SCALE_2024-07-03_3_14;1.0;FAR6_SCALE;2024-07-03;3;14
0;ADE019;FAR6_SCALE_2024-07-03_3_16;5.0;FAR6_SCALE;2024-07-03;3;16
0;ADN763;FAR6_SCALE_2024-07-03_7_52;2.0;FAR6_SCALE;2024-07-03;7;52
