;ring;video;number_of_detections;scale;date;hour;num
0;ADE018;FAR3_SCALE_2023-06-21_19_106;5.0;FAR3_SCALE;2023-06-21;19;106
0;ADE018;FAR3_SCALE_2023-06-21_16_100;14.0;FAR3_SCALE;2023-06-21;16;100
0;ADE018;FAR3_SCALE_2023-06-21_20_108;8.0;FAR3_SCALE;2023-06-21;20;108
0;ADN764;FAR3_SCALE_2023-06-21_15_98;17.0;FAR3_SCALE;2023-06-21;15;98
0;ADE005;FAR3_SCALE_2023-06-21_17_101;1.0;FAR3_SCALE;2023-06-21;17;101
0;ADE000;FAR3_SCALE_2023-06-21_7_92;11.0;FAR3_SCALE;2023-06-21;7;92
0;ADE018;FAR3_SCALE_2023-06-21_21_110;3.0;FAR3_SCALE;2023-06-21;21;110
0;ADL011;FAR3_SCALE_2023-06-21_21_111;5.0;FAR3_SCALE;2023-06-21;21;111
0;ADE018;FAR3_SCALE_2023-06-21_18_102;8.0;FAR3_SCALE;2023-06-21;18;102
0;ADE011;FAR3_SCALE_2023-06-22_7_81;21.0;FAR3_SCALE;2023-06-22;7;81
0;ADE000;FAR3_SCALE_2023-06-22_21_91;11.0;FAR3_SCALE;2023-06-22;21;91
0;ADN764;FAR3_SCALE_2023-06-22_4_71;9.0;FAR3_SCALE;2023-06-22;4;71
0;ADN765;FAR3_SCALE_2023-06-22_9_83;17.0;FAR3_SCALE;2023-06-22;9;83
0;ADA513;FAR3_SCALE_2023-06-22_22_93;3.0;FAR3_SCALE;2023-06-22;22;93
0;ADE000;FAR3_SCALE_2023-06-22_21_92;17.0;FAR3_SCALE;2023-06-22;21;92
0;ADE005;FAR3_SCALE_2023-06-23_21_88;14.0;FAR3_SCALE;2023-06-23;21;88
0;ADE018;FAR3_SCALE_2023-06-23_13_80;12.0;FAR3_SCALE;2023-06-23;13;80
0;ADE011;FAR3_SCALE_2023-06-23_21_87;4.0;FAR3_SCALE;2023-06-23;21;87
0;ADN254;FAR3_SCALE_2023-06-23_12_79;4.0;FAR3_SCALE;2023-06-23;12;79
0;ADP354;FAR3_SCALE_2023-06-23_19_85;1.0;FAR3_SCALE;2023-06-23;19;85
0;ADE018;FAR3_SCALE_2023-06-23_9_77;8.0;FAR3_SCALE;2023-06-23;9;77
0;ADN765;FAR3_SCALE_2023-06-23_14_81;3.0;FAR3_SCALE;2023-06-23;14;81
0;ADN765;FAR3_SCALE_2023-06-23_7_73;8.0;FAR3_SCALE;2023-06-23;7;73
0;ADN764;FAR3_SCALE_2023-06-23_18_84;4.0;FAR3_SCALE;2023-06-23;18;84
0;ADE018;FAR3_SCALE_2023-06-24_3_100;17.0;FAR3_SCALE;2023-06-24;3;100
0;ADE005;FAR3_SCALE_2023-06-24_8_110;6.0;FAR3_SCALE;2023-06-24;8;110
0;ADE005;FAR3_SCALE_2023-06-24_9_112;13.0;FAR3_SCALE;2023-06-24;9;112
0;ADE005;FAR3_SCALE_2023-06-24_5_106;24.0;FAR3_SCALE;2023-06-24;5;106
0;ADN764;FAR3_SCALE_2023-06-24_11_117;1.0;FAR3_SCALE;2023-06-24;11;117
0;ADE018;FAR3_SCALE_2023-06-24_5_105;6.0;FAR3_SCALE;2023-06-24;5;105
0;ADN763;FAR3_SCALE_2023-06-24_22_136;19.0;FAR3_SCALE;2023-06-24;22;136
0;ADN764;FAR3_SCALE_2023-06-24_10_114;7.0;FAR3_SCALE;2023-06-24;10;114
0;ADN899;FAR3_SCALE_2023-06-24_11_120;1.0;FAR3_SCALE;2023-06-24;11;120
0;ADE018;FAR3_SCALE_2023-06-24_4_103;2.0;FAR3_SCALE;2023-06-24;4;103
0;ADE033;FAR3_SCALE_2023-06-24_9_113;2.0;FAR3_SCALE;2023-06-24;9;113
0;ADE018;FAR3_SCALE_2023-06-24_4_102;33.0;FAR3_SCALE;2023-06-24;4;102
0;ADE018;FAR3_SCALE_2023-06-24_3_101;8.0;FAR3_SCALE;2023-06-24;3;101
0;ADN765;FAR3_SCALE_2023-06-25_14_94;12.0;FAR3_SCALE;2023-06-25;14;94
0;ADE005;FAR3_SCALE_2023-06-25_7_77;24.0;FAR3_SCALE;2023-06-25;7;77
0;ADE018;FAR3_SCALE_2023-06-25_8_80;2.0;FAR3_SCALE;2023-06-25;8;80
0;ADE018;FAR3_SCALE_2023-06-25_22_123;1.0;FAR3_SCALE;2023-06-25;22;123
0;ADE011;FAR3_SCALE_2023-06-25_21_118;6.0;FAR3_SCALE;2023-06-25;21;118
0;ADE018;FAR3_SCALE_2023-06-25_8_79;3.0;FAR3_SCALE;2023-06-25;8;79
0;ADE005;FAR3_SCALE_2023-06-25_19_106;6.0;FAR3_SCALE;2023-06-25;19;106
0;ADE018;FAR3_SCALE_2023-06-25_9_83;5.0;FAR3_SCALE;2023-06-25;9;83
0;ADE018;FAR3_SCALE_2023-06-25_13_90;13.0;FAR3_SCALE;2023-06-25;13;90
0;ADE018;FAR3_SCALE_2023-06-25_22_120;3.0;FAR3_SCALE;2023-06-25;22;120
0;ADE018;FAR3_SCALE_2023-06-25_6_76;3.0;FAR3_SCALE;2023-06-25;6;76
0;ADE005;FAR3_SCALE_2023-06-25_21_119;3.0;FAR3_SCALE;2023-06-25;21;119
0;ADE018;FAR3_SCALE_2023-06-25_22_122;3.0;FAR3_SCALE;2023-06-25;22;122
0;ADE018;FAR3_SCALE_2023-06-25_6_75;5.0;FAR3_SCALE;2023-06-25;6;75
0;ADE018;FAR3_SCALE_2023-06-25_22_124;9.0;FAR3_SCALE;2023-06-25;22;124
0;ADE011;FAR3_SCALE_2023-06-25_19_107;34.0;FAR3_SCALE;2023-06-25;19;107
0;ADE000;FAR3_SCALE_2023-06-26_20_119;20.0;FAR3_SCALE;2023-06-26;20;119
0;ADN765;FAR3_SCALE_2023-06-26_11_102;5.0;FAR3_SCALE;2023-06-26;11;102
0;ADE018;FAR3_SCALE_2023-06-26_3_70;1.0;FAR3_SCALE;2023-06-26;3;70
0;ADN899;FAR3_SCALE_2023-06-26_6_83;4.0;FAR3_SCALE;2023-06-26;6;83
0;ADE018;FAR3_SCALE_2023-06-26_8_92;1.0;FAR3_SCALE;2023-06-26;8;92
0;ADE018;FAR3_SCALE_2023-06-26_8_93;5.0;FAR3_SCALE;2023-06-26;8;93
0;ADE018;FAR3_SCALE_2023-06-26_4_76;4.0;FAR3_SCALE;2023-06-26;4;76
0;ADE018;FAR3_SCALE_2023-06-26_3_71;4.0;FAR3_SCALE;2023-06-26;3;71
0;ADN899;FAR3_SCALE_2023-06-26_5_80;7.0;FAR3_SCALE;2023-06-26;5;80
0;ADE018;FAR3_SCALE_2023-06-26_5_78;12.0;FAR3_SCALE;2023-06-26;5;78
0;ADE018;FAR3_SCALE_2023-06-26_3_73;6.0;FAR3_SCALE;2023-06-26;3;73
0;ADE005;FAR3_SCALE_2023-06-26_5_77;2.0;FAR3_SCALE;2023-06-26;5;77
0;ADN899;FAR3_SCALE_2023-06-26_5_79;7.0;FAR3_SCALE;2023-06-26;5;79
0;ADE018;FAR3_SCALE_2023-06-26_3_72;5.0;FAR3_SCALE;2023-06-26;3;72
0;ADE018;FAR3_SCALE_2023-06-26_10_98;2.0;FAR3_SCALE;2023-06-26;10;98
0;ADE005;FAR3_SCALE_2023-06-26_6_85;5.0;FAR3_SCALE;2023-06-26;6;85
0;ADN899;FAR3_SCALE_2023-06-27_8_50;7.0;FAR3_SCALE;2023-06-27;8;50
0;ADE018;FAR3_SCALE_2023-06-27_15_64;3.0;FAR3_SCALE;2023-06-27;15;64
0;ADE000;FAR3_SCALE_2023-06-27_4_44;2.0;FAR3_SCALE;2023-06-27;4;44
0;ADN765;FAR3_SCALE_2023-06-27_21_85;9.0;FAR3_SCALE;2023-06-27;21;85
0;ADE018;FAR3_SCALE_2023-06-27_11_55;6.0;FAR3_SCALE;2023-06-27;11;55
0;ADN999;FAR3_SCALE_2023-06-27_7_48;1.0;FAR3_SCALE;2023-06-27;7;48
0;ADN776;FAR3_SCALE_2023-06-27_14_59;3.0;FAR3_SCALE;2023-06-27;14;59
0;ADE018;FAR3_SCALE_2023-06-27_21_84;1.0;FAR3_SCALE;2023-06-27;21;84
0;ADN899;FAR3_SCALE_2023-06-27_9_53;20.0;FAR3_SCALE;2023-06-27;9;53
0;ADE018;FAR3_SCALE_2023-06-27_11_56;5.0;FAR3_SCALE;2023-06-27;11;56
0;ADE018;FAR3_SCALE_2023-06-27_13_58;9.0;FAR3_SCALE;2023-06-27;13;58
0;ADE005;FAR3_SCALE_2023-06-27_22_88;12.0;FAR3_SCALE;2023-06-27;22;88
0;ADE018;FAR3_SCALE_2023-06-27_19_74;2.0;FAR3_SCALE;2023-06-27;19;74
0;ADE018;FAR3_SCALE_2023-06-27_15_63;9.0;FAR3_SCALE;2023-06-27;15;63
0;ADE018;FAR3_SCALE_2023-06-27_17_70;2.0;FAR3_SCALE;2023-06-27;17;70
0;ADE005;FAR3_SCALE_2023-06-27_3_42;3.0;FAR3_SCALE;2023-06-27;3;42
0;ADN765;FAR3_SCALE_2023-06-27_15_61;6.0;FAR3_SCALE;2023-06-27;15;61
0;ADN899;FAR3_SCALE_2023-06-27_7_47;7.0;FAR3_SCALE;2023-06-27;7;47
0;ADE018;FAR3_SCALE_2023-06-27_20_75;2.0;FAR3_SCALE;2023-06-27;20;75
0;ADE018;FAR3_SCALE_2023-06-27_15_62;4.0;FAR3_SCALE;2023-06-27;15;62
0;ADG599;FAR3_SCALE_2023-06-28_12_99;5.0;FAR3_SCALE;2023-06-28;12;99
0;ADG599;FAR3_SCALE_2023-06-28_14_105;2.0;FAR3_SCALE;2023-06-28;14;105
0;ADG599;FAR3_SCALE_2023-06-28_12_98;12.0;FAR3_SCALE;2023-06-28;12;98
0;ADB966;FAR3_SCALE_2023-06-28_5_84;2.0;FAR3_SCALE;2023-06-28;5;84
0;ADE018;FAR3_SCALE_2023-06-28_7_88;2.0;FAR3_SCALE;2023-06-28;7;88
0;ADG599;FAR3_SCALE_2023-06-28_10_92;6.0;FAR3_SCALE;2023-06-28;10;92
0;ADE018;FAR3_SCALE_2023-06-28_9_90;1.0;FAR3_SCALE;2023-06-28;9;90
0;ADG599;FAR3_SCALE_2023-06-28_12_103;3.0;FAR3_SCALE;2023-06-28;12;103
0;ADG599;FAR3_SCALE_2023-06-28_12_102;1.0;FAR3_SCALE;2023-06-28;12;102
0;ADG599;FAR3_SCALE_2023-06-28_13_104;7.0;FAR3_SCALE;2023-06-28;13;104
0;ADE011;FAR3_SCALE_2023-06-28_20_111;1.0;FAR3_SCALE;2023-06-28;20;111
0;ADG599;FAR3_SCALE_2023-06-29_13_111;7.0;FAR3_SCALE;2023-06-29;13;111
0;ACT779;FAR3_SCALE_2023-06-29_18_119;9.0;FAR3_SCALE;2023-06-29;18;119
0;ADN254;FAR3_SCALE_2023-06-29_17_115;19.0;FAR3_SCALE;2023-06-29;17;115
0;ADE011;FAR3_SCALE_2023-06-29_10_99;6.0;FAR3_SCALE;2023-06-29;10;99
0;ADG599;FAR3_SCALE_2023-06-29_9_98;5.0;FAR3_SCALE;2023-06-29;9;98
0;ADG599;FAR3_SCALE_2023-06-29_12_109;6.0;FAR3_SCALE;2023-06-29;12;109
0;ADN668;FAR3_SCALE_2023-06-29_10_101;1.0;FAR3_SCALE;2023-06-29;10;101
0;ACT779;FAR3_SCALE_2023-06-29_17_117;1.0;FAR3_SCALE;2023-06-29;17;117
0;ADG199;FAR3_SCALE_2023-06-29_12_106;1.0;FAR3_SCALE;2023-06-29;12;106
0;ADG599;FAR3_SCALE_2023-06-29_14_113;2.0;FAR3_SCALE;2023-06-29;14;113
0;ADE005;FAR3_SCALE_2023-06-29_20_123;2.0;FAR3_SCALE;2023-06-29;20;123
0;ADE011;FAR3_SCALE_2023-06-29_4_94;4.0;FAR3_SCALE;2023-06-29;4;94
0;ADG599;FAR3_SCALE_2023-06-29_9_97;10.0;FAR3_SCALE;2023-06-29;9;97
0;ADG599;FAR3_SCALE_2023-06-29_12_104;8.0;FAR3_SCALE;2023-06-29;12;104
0;ADE005;FAR3_SCALE_2023-06-29_22_129;1.0;FAR3_SCALE;2023-06-29;22;129
0;ADG599;FAR3_SCALE_2023-06-29_13_110;5.0;FAR3_SCALE;2023-06-29;13;110
0;ADE005;FAR3_SCALE_2023-06-29_19_120;12.0;FAR3_SCALE;2023-06-29;19;120
0;ADG599;FAR3_SCALE_2023-06-29_12_103;2.0;FAR3_SCALE;2023-06-29;12;103
0;ADG599;FAR3_SCALE_2023-06-29_14_112;1.0;FAR3_SCALE;2023-06-29;14;112
0;ADN254;FAR3_SCALE_2023-06-29_17_116;2.0;FAR3_SCALE;2023-06-29;17;116
0;ADN765;FAR3_SCALE_2023-06-29_12_108;6.0;FAR3_SCALE;2023-06-29;12;108
0;ACT622;FAR3_SCALE_2023-06-29_22_126;2.0;FAR3_SCALE;2023-06-29;22;126
0;ADN765;FAR3_SCALE_2023-06-29_22_131;1.0;FAR3_SCALE;2023-06-29;22;131
0;ADE005;FAR3_SCALE_2023-06-29_22_130;5.0;FAR3_SCALE;2023-06-29;22;130
0;ADE018;FAR3_SCALE_2023-06-29_21_124;1.0;FAR3_SCALE;2023-06-29;21;124
0;ADG599;FAR3_SCALE_2023-06-29_12_105;7.0;FAR3_SCALE;2023-06-29;12;105
0;ADG599;FAR3_SCALE_2023-06-30_9_90;4.0;FAR3_SCALE;2023-06-30;9;90
0;ADE500;FAR3_SCALE_2023-06-30_20_160;1.0;FAR3_SCALE;2023-06-30;20;160
0;ADN668;FAR3_SCALE_2023-06-30_10_105;1.0;FAR3_SCALE;2023-06-30;10;105
0;ADE011;FAR3_SCALE_2023-06-30_6_80;1.0;FAR3_SCALE;2023-06-30;6;80
0;ADN899;FAR3_SCALE_2023-06-30_16_138;6.0;FAR3_SCALE;2023-06-30;16;138
0;ADG599;FAR3_SCALE_2023-06-30_12_119;10.0;FAR3_SCALE;2023-06-30;12;119
0;ADE018;FAR3_SCALE_2023-06-30_9_97;3.0;FAR3_SCALE;2023-06-30;9;97
0;ADG522;FAR3_SCALE_2023-06-30_10_107;2.0;FAR3_SCALE;2023-06-30;10;107
0;ADE018;FAR3_SCALE_2023-06-30_5_75;1.0;FAR3_SCALE;2023-06-30;5;75
0;ADE018;FAR3_SCALE_2023-06-30_4_69;4.0;FAR3_SCALE;2023-06-30;4;69
0;ADN668;FAR3_SCALE_2023-06-30_19_159;1.0;FAR3_SCALE;2023-06-30;19;159
0;ADG599;FAR3_SCALE_2023-06-30_8_85;12.0;FAR3_SCALE;2023-06-30;8;85
0;ADE018;FAR3_SCALE_2023-06-30_5_78;4.0;FAR3_SCALE;2023-06-30;5;78
0;ADE018;FAR3_SCALE_2023-06-30_5_73;3.0;FAR3_SCALE;2023-06-30;5;73
0;ADE018;FAR3_SCALE_2023-06-30_5_76;5.0;FAR3_SCALE;2023-06-30;5;76
0;ADG665;FAR3_SCALE_2023-06-30_17_146;2.0;FAR3_SCALE;2023-06-30;17;146
0;ADN899;FAR3_SCALE_2023-06-30_17_147;4.0;FAR3_SCALE;2023-06-30;17;147
0;ADE018;FAR3_SCALE_2023-06-30_16_135;1.0;FAR3_SCALE;2023-06-30;16;135
0;ADE018;FAR3_SCALE_2023-06-30_9_96;2.0;FAR3_SCALE;2023-06-30;9;96
0;ADE018;FAR3_SCALE_2023-06-30_18_152;2.0;FAR3_SCALE;2023-06-30;18;152
0;ADG599;FAR3_SCALE_2023-06-30_21_162;1.0;FAR3_SCALE;2023-06-30;21;162
0;ADN899;FAR3_SCALE_2023-06-30_19_158;3.0;FAR3_SCALE;2023-06-30;19;158
0;ADG599;FAR3_SCALE_2023-06-30_9_98;3.0;FAR3_SCALE;2023-06-30;9;98
0;ADG599;FAR3_SCALE_2023-06-30_11_111;3.0;FAR3_SCALE;2023-06-30;11;111
0;ADE018;FAR3_SCALE_2023-06-30_16_137;1.0;FAR3_SCALE;2023-06-30;16;137
0;ADG599;FAR3_SCALE_2023-06-30_15_127;10.0;FAR3_SCALE;2023-06-30;15;127
0;ADG599;FAR3_SCALE_2023-06-30_9_91;2.0;FAR3_SCALE;2023-06-30;9;91
0;ADG599;FAR3_SCALE_2023-06-30_17_145;1.0;FAR3_SCALE;2023-06-30;17;145
0;ADG599;FAR3_SCALE_2023-06-30_8_88;6.0;FAR3_SCALE;2023-06-30;8;88
0;ADE018;FAR3_SCALE_2023-06-30_5_72;2.0;FAR3_SCALE;2023-06-30;5;72
0;ADG599;FAR3_SCALE_2023-06-30_8_86;2.0;FAR3_SCALE;2023-06-30;8;86
0;ADN668;FAR3_SCALE_2023-06-30_18_148;1.0;FAR3_SCALE;2023-06-30;18;148
0;ADE005;FAR3_SCALE_2023-06-30_8_84;1.0;FAR3_SCALE;2023-06-30;8;84
0;ADE018;FAR3_SCALE_2023-06-30_4_68;2.0;FAR3_SCALE;2023-06-30;4;68
0;ADG599;FAR3_SCALE_2023-06-30_13_121;9.0;FAR3_SCALE;2023-06-30;13;121
0;ADN899;FAR3_SCALE_2023-06-30_10_102;5.0;FAR3_SCALE;2023-06-30;10;102
0;ADE018;FAR3_SCALE_2023-06-30_4_70;3.0;FAR3_SCALE;2023-06-30;4;70
0;ADG599;FAR3_SCALE_2023-06-30_12_117;4.0;FAR3_SCALE;2023-06-30;12;117
0;ADG599;FAR3_SCALE_2023-06-30_8_87;5.0;FAR3_SCALE;2023-06-30;8;87
0;ADG599;FAR3_SCALE_2023-06-30_11_115;20.0;FAR3_SCALE;2023-06-30;11;115
0;ADG599;FAR3_SCALE_2023-06-30_9_101;2.0;FAR3_SCALE;2023-06-30;9;101
0;ADE018;FAR3_SCALE_2023-06-30_5_74;1.0;FAR3_SCALE;2023-06-30;5;74
0;ADE010;FAR3_SCALE_2023-07-01_13_60;3.0;FAR3_SCALE;2023-07-01;13;60
0;ADN668;FAR3_SCALE_2023-07-01_17_72;1.0;FAR3_SCALE;2023-07-01;17;72
0;ADN765;FAR3_SCALE_2023-07-01_9_33;2.0;FAR3_SCALE;2023-07-01;9;33
0;ADN899;FAR3_SCALE_2023-07-01_12_57;7.0;FAR3_SCALE;2023-07-01;12;57
0;ADE010;FAR3_SCALE_2023-07-01_11_51;8.0;FAR3_SCALE;2023-07-01;11;51
0;ADE110;FAR3_SCALE_2023-07-01_14_62;2.0;FAR3_SCALE;2023-07-01;14;62
0;ADE005;FAR3_SCALE_2023-07-01_21_77;1.0;FAR3_SCALE;2023-07-01;21;77
0;ADN765;FAR3_SCALE_2023-07-01_8_30;16.0;FAR3_SCALE;2023-07-01;8;30
0;ADN899;FAR3_SCALE_2023-07-01_10_41;5.0;FAR3_SCALE;2023-07-01;10;41
0;ADN765;FAR3_SCALE_2023-07-01_10_47;5.0;FAR3_SCALE;2023-07-01;10;47
0;ADN668;FAR3_SCALE_2023-07-01_10_42;2.0;FAR3_SCALE;2023-07-01;10;42
0;ADN899;FAR3_SCALE_2023-07-01_12_58;5.0;FAR3_SCALE;2023-07-01;12;58
0;ADN899;FAR3_SCALE_2023-07-01_17_73;2.0;FAR3_SCALE;2023-07-01;17;73
0;ADE014;FAR3_SCALE_2023-07-01_8_29;1.0;FAR3_SCALE;2023-07-01;8;29
0;ADN899;FAR3_SCALE_2023-07-02_15_46;2.0;FAR3_SCALE;2023-07-02;15;46
0;ADE005;FAR3_SCALE_2023-07-02_5_33;2.0;FAR3_SCALE;2023-07-02;5;33
0;ADN765;FAR3_SCALE_2023-07-02_21_91;15.0;FAR3_SCALE;2023-07-02;21;91
0;ADG522;FAR3_SCALE_2023-07-02_15_47;1.0;FAR3_SCALE;2023-07-02;15;47
0;ADG599;FAR3_SCALE_2023-07-02_18_82;9.0;FAR3_SCALE;2023-07-02;18;82
0;ADE005;FAR3_SCALE_2023-07-02_4_32;3.0;FAR3_SCALE;2023-07-02;4;32
0;ADE005;FAR3_SCALE_2023-07-02_19_87;9.0;FAR3_SCALE;2023-07-02;19;87
0;ADG522;FAR3_SCALE_2023-07-02_16_56;1.0;FAR3_SCALE;2023-07-02;16;56
0;ADE018;FAR3_SCALE_2023-07-03_19_68;1.0;FAR3_SCALE;2023-07-03;19;68
0;ADE500;FAR3_SCALE_2023-07-03_4_34;1.0;FAR3_SCALE;2023-07-03;4;34
0;ADN899;FAR3_SCALE_2023-07-03_20_74;4.0;FAR3_SCALE;2023-07-03;20;74
0;ADG599;FAR3_SCALE_2023-07-03_19_64;3.0;FAR3_SCALE;2023-07-03;19;64
0;ADE005;FAR3_SCALE_2023-07-03_21_78;4.0;FAR3_SCALE;2023-07-03;21;78
0;ADN794;FAR3_SCALE_2023-07-03_19_70;5.0;FAR3_SCALE;2023-07-03;19;70
0;ADE011;FAR3_SCALE_2023-07-03_8_38;7.0;FAR3_SCALE;2023-07-03;8;38
0;ADN899;FAR3_SCALE_2023-07-03_18_60;3.0;FAR3_SCALE;2023-07-03;18;60
0;ADN668;FAR3_SCALE_2023-07-03_10_42;4.0;FAR3_SCALE;2023-07-03;10;42
0;ADG599;FAR3_SCALE_2023-07-03_14_54;1.0;FAR3_SCALE;2023-07-03;14;54
0;ADP724;FAR3_SCALE_2023-07-03_12_47;7.0;FAR3_SCALE;2023-07-03;12;47
0;ADN899;FAR3_SCALE_2023-07-03_14_53;8.0;FAR3_SCALE;2023-07-03;14;53
0;ADN899;FAR3_SCALE_2023-07-03_11_46;7.0;FAR3_SCALE;2023-07-03;11;46
0;ADE005;FAR3_SCALE_2023-07-03_3_30;1.0;FAR3_SCALE;2023-07-03;3;30
0;ADG599;FAR3_SCALE_2023-07-04_10_103;2.0;FAR3_SCALE;2023-07-04;10;103
0;ADG599;FAR3_SCALE_2023-07-04_6_84;2.0;FAR3_SCALE;2023-07-04;6;84
0;ADG599;FAR3_SCALE_2023-07-04_6_81;2.0;FAR3_SCALE;2023-07-04;6;81
0;ADE500;FAR3_SCALE_2023-07-04_4_67;3.0;FAR3_SCALE;2023-07-04;4;67
0;ADG599;FAR3_SCALE_2023-07-04_15_116;5.0;FAR3_SCALE;2023-07-04;15;116
0;ADG599;FAR3_SCALE_2023-07-04_10_101;3.0;FAR3_SCALE;2023-07-04;10;101
0;ADE018;FAR3_SCALE_2023-07-04_20_132;1.0;FAR3_SCALE;2023-07-04;20;132
0;ADG599;FAR3_SCALE_2023-07-04_10_102;6.0;FAR3_SCALE;2023-07-04;10;102
0;ADG599;FAR3_SCALE_2023-07-04_10_100;3.0;FAR3_SCALE;2023-07-04;10;100
0;ADE018;FAR3_SCALE_2023-07-04_20_133;6.0;FAR3_SCALE;2023-07-04;20;133
0;ADG599;FAR3_SCALE_2023-07-04_6_83;3.0;FAR3_SCALE;2023-07-04;6;83
0;ADE012;FAR3_SCALE_2023-07-04_20_134;1.0;FAR3_SCALE;2023-07-04;20;134
0;ADG599;FAR3_SCALE_2023-07-04_5_71;1.0;FAR3_SCALE;2023-07-04;5;71
0;ADG599;FAR3_SCALE_2023-07-04_11_104;7.0;FAR3_SCALE;2023-07-04;11;104
0;ADN794;FAR3_SCALE_2023-07-05_14_90;2.0;FAR3_SCALE;2023-07-05;14;90
0;ADN899;FAR3_SCALE_2023-07-05_14_92;4.0;FAR3_SCALE;2023-07-05;14;92
0;ACT779;FAR3_SCALE_2023-07-05_16_95;4.0;FAR3_SCALE;2023-07-05;16;95
0;ADN899;FAR3_SCALE_2023-07-05_11_78;2.0;FAR3_SCALE;2023-07-05;11;78
0;ADG599;FAR3_SCALE_2023-07-05_6_68;2.0;FAR3_SCALE;2023-07-05;6;68
0;ADG599;FAR3_SCALE_2023-07-05_20_112;2.0;FAR3_SCALE;2023-07-05;20;112
0;ADE005;FAR3_SCALE_2023-07-05_20_110;9.0;FAR3_SCALE;2023-07-05;20;110
0;ADN899;FAR3_SCALE_2023-07-05_14_91;12.0;FAR3_SCALE;2023-07-05;14;91
0;ADG599;FAR3_SCALE_2023-07-05_5_62;3.0;FAR3_SCALE;2023-07-05;5;62
0;ACT779;FAR3_SCALE_2023-07-05_11_82;11.0;FAR3_SCALE;2023-07-05;11;82
0;ADR025;FAR3_SCALE_2023-07-05_5_64;1.0;FAR3_SCALE;2023-07-05;5;64
0;ADG599;FAR3_SCALE_2023-07-05_9_73;1.0;FAR3_SCALE;2023-07-05;9;73
0;ADE005;FAR3_SCALE_2023-07-06_4_88;5.0;FAR3_SCALE;2023-07-06;4;88
0;ADE018;FAR3_SCALE_2023-07-06_7_103;6.0;FAR3_SCALE;2023-07-06;7;103
0;ADE018;FAR3_SCALE_2023-07-06_22_149;1.0;FAR3_SCALE;2023-07-06;22;149
0;ADG599;FAR3_SCALE_2023-07-06_10_113;6.0;FAR3_SCALE;2023-07-06;10;113
0;ADG599;FAR3_SCALE_2023-07-06_6_97;2.0;FAR3_SCALE;2023-07-06;6;97
0;ADN765;FAR3_SCALE_2023-07-06_19_139;5.0;FAR3_SCALE;2023-07-06;19;139
0;ADG599;FAR3_SCALE_2023-07-06_11_118;3.0;FAR3_SCALE;2023-07-06;11;118
0;ADG599;FAR3_SCALE_2023-07-06_12_125;1.0;FAR3_SCALE;2023-07-06;12;125
0;ADE018;FAR3_SCALE_2023-07-06_12_123;3.0;FAR3_SCALE;2023-07-06;12;123
0;ADN765;FAR3_SCALE_2023-07-06_4_89;8.0;FAR3_SCALE;2023-07-06;4;89
0;ADG599;FAR3_SCALE_2023-07-06_10_112;16.0;FAR3_SCALE;2023-07-06;10;112
0;ADE011;FAR3_SCALE_2023-07-06_19_141;1.0;FAR3_SCALE;2023-07-06;19;141
0;ADN765;FAR3_SCALE_2023-07-06_19_140;8.0;FAR3_SCALE;2023-07-06;19;140
0;ADG599;FAR3_SCALE_2023-07-06_10_116;24.0;FAR3_SCALE;2023-07-06;10;116
0;ADG599;FAR3_SCALE_2023-07-06_11_122;13.0;FAR3_SCALE;2023-07-06;11;122
0;ADG599;FAR3_SCALE_2023-07-06_4_87;2.0;FAR3_SCALE;2023-07-06;4;87
0;ADE018;FAR3_SCALE_2023-07-06_20_144;9.0;FAR3_SCALE;2023-07-06;20;144
0;ADG599;FAR3_SCALE_2023-07-06_9_107;4.0;FAR3_SCALE;2023-07-06;9;107
0;ADG599;FAR3_SCALE_2023-07-06_11_119;14.0;FAR3_SCALE;2023-07-06;11;119
0;ADG599;FAR3_SCALE_2023-07-06_11_121;10.0;FAR3_SCALE;2023-07-06;11;121
0;ADG599;FAR3_SCALE_2023-07-06_12_127;12.0;FAR3_SCALE;2023-07-06;12;127
0;ADG599;FAR3_SCALE_2023-07-06_12_124;1.0;FAR3_SCALE;2023-07-06;12;124
0;ADG599;FAR3_SCALE_2023-07-07_12_128;7.0;FAR3_SCALE;2023-07-07;12;128
0;ADG599;FAR3_SCALE_2023-07-07_14_132;3.0;FAR3_SCALE;2023-07-07;14;132
0;ADG599;FAR3_SCALE_2023-07-07_19_148;2.0;FAR3_SCALE;2023-07-07;19;148
0;ADG599;FAR3_SCALE_2023-07-07_6_100;2.0;FAR3_SCALE;2023-07-07;6;100
0;ADG599;FAR3_SCALE_2023-07-07_16_138;1.0;FAR3_SCALE;2023-07-07;16;138
0;ADG599;FAR3_SCALE_2023-07-07_18_143;3.0;FAR3_SCALE;2023-07-07;18;143
0;ADG599;FAR3_SCALE_2023-07-07_19_149;11.0;FAR3_SCALE;2023-07-07;19;149
0;ADG599;FAR3_SCALE_2023-07-07_20_153;3.0;FAR3_SCALE;2023-07-07;20;153
0;ADG599;FAR3_SCALE_2023-07-07_11_122;1.0;FAR3_SCALE;2023-07-07;11;122
0;ADG599;FAR3_SCALE_2023-07-07_10_120;4.0;FAR3_SCALE;2023-07-07;10;120
0;ADE018;FAR3_SCALE_2023-07-07_21_157;2.0;FAR3_SCALE;2023-07-07;21;157
